pair_index,source,quantized_model,base_model,method,task,contains_disclosed_probe_cell,excluded_or_skipped,reason,n,correctness_column,baseline_accuracy,method_accuracy,net_accuracy_delta,harmful_flip_rate,beneficial_flip_rate,accuracy_state_churn,total_answer_churn,mcnemar_p,tost_equivalent,mdd_80_power,required_n_for_observed_delta_80_power,prompt_pass_rate,run_base_timestamp,run_quantized_timestamp,run_fallback_used
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_machine_learning_5,False,True,no parquet found for task harness_hendrycksTest_machine_learning_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_management_5,False,True,no parquet found for task harness_hendrycksTest_management_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_marketing_5,False,True,no parquet found for task harness_hendrycksTest_marketing_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_medical_genetics_5,False,True,no parquet found for task harness_hendrycksTest_medical_genetics_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_miscellaneous_5,False,True,no parquet found for task harness_hendrycksTest_miscellaneous_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_moral_disputes_5,False,True,no parquet found for task harness_hendrycksTest_moral_disputes_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_moral_scenarios_5,False,True,no parquet found for task harness_hendrycksTest_moral_scenarios_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_nutrition_5,False,True,no parquet found for task harness_hendrycksTest_nutrition_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_philosophy_5,False,True,no parquet found for task harness_hendrycksTest_philosophy_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_prehistory_5,False,True,no parquet found for task harness_hendrycksTest_prehistory_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_professional_accounting_5,False,True,no parquet found for task harness_hendrycksTest_professional_accounting_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_professional_law_5,False,True,no parquet found for task harness_hendrycksTest_professional_law_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_professional_medicine_5,False,True,no parquet found for task harness_hendrycksTest_professional_medicine_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_professional_psychology_5,False,True,no parquet found for task harness_hendrycksTest_professional_psychology_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_public_relations_5,False,True,no parquet found for task harness_hendrycksTest_public_relations_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_security_studies_5,False,True,no parquet found for task harness_hendrycksTest_security_studies_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_sociology_5,False,True,no parquet found for task harness_hendrycksTest_sociology_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_us_foreign_policy_5,False,True,no parquet found for task harness_hendrycksTest_us_foreign_policy_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_virology_5,False,True,no parquet found for task harness_hendrycksTest_virology_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_world_religions_5,False,True,no parquet found for task harness_hendrycksTest_world_religions_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_truthfulqa_mc_0,False,True,no parquet found for task harness_truthfulqa_mc_0 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_winogrande_5,False,True,no shared join keys between 1267 base and 1267 quantized keyed rows (disjoint item sets),,,,,,,,,,,,,,0.0,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
28,S1,TheBloke/neural-chat-7B-v3-2-GPTQ,Intel/neural-chat-7b-v3-2,GPTQ,harness_hendrycksTest_5,False,True,no parquet found for task harness_hendrycksTest_5 in runs ['2023_12_04T15_53_32.280845'],,,,,,,,,,,,,,,2023_12_04T15_53_32.280845,2023_12_11T00_12_21.907526,False
28,S1,TheBloke/neural-chat-7B-v3-2-GPTQ,Intel/neural-chat-7b-v3-2,GPTQ,harness_truthfulqa_mc_0,False,True,no acc_norm or acc column in S1 rows (checked top level and the `metrics` struct); task has no binary correctness metric,,,,,,,,,,,,,,1.0,2023_12_04T15_53_32.280845,2023_12_11T00_12_21.907526,False
29,S1,TheBloke/Mixtral-8x7B-v0.1-GPTQ,mistralai/Mixtral-8x7B-v0.1,GPTQ,harness_hendrycksTest_5,False,True,no parquet found for task harness_hendrycksTest_5 in runs ['2024_01_04T16_34_48.985318'],,,,,,,,,,,,,,,2024_01_04T16_34_48.985318,2023_12_16T08_25_08.853393,False
29,S1,TheBloke/Mixtral-8x7B-v0.1-GPTQ,mistralai/Mixtral-8x7B-v0.1,GPTQ,harness_truthfulqa_mc_0,False,True,no acc_norm or acc column in S1 rows (checked top level and the `metrics` struct); task has no binary correctness metric,,,,,,,,,,,,,,1.0,2024_01_04T16_34_48.985318,2023_12_16T08_25_08.853393,False
30,S1,alnrg2arg/test3_sft_4bit,alnrg2arg/blockchainlabs_7B_merged_test2_4,bnb-4bit(unclear),harness_hendrycksTest_5,False,True,no parquet found for task harness_hendrycksTest_5 in runs ['2024_01_20T09_52_41.122319'],,,,,,,,,,,,,,,2024_01_20T09_52_41.122319,2024_01_27T12_59_01.916844,False
30,S1,alnrg2arg/test3_sft_4bit,alnrg2arg/blockchainlabs_7B_merged_test2_4,bnb-4bit(unclear),harness_truthfulqa_mc_0,False,True,no acc_norm or acc column in S1 rows (checked top level and the `metrics` struct); task has no binary correctness metric,,,,,,,,,,,,,,1.0,2024_01_20T09_52_41.122319,2024_01_27T12_59_01.916844,False
31,S1,MaziyarPanahi/UNA-34Beagles-32K-bf16-v1-GPTQ,one-man-army/UNA-34Beagles-32K-bf16-v1,GPTQ,harness_hendrycksTest_5,False,True,no parquet found for task harness_hendrycksTest_5 in runs ['2024_01_14T18_01_24.840782'],,,,,,,,,,,,,,,2024_01_14T18_01_24.840782,2024_02_19T03_20_06.212464,False
31,S1,MaziyarPanahi/UNA-34Beagles-32K-bf16-v1-GPTQ,one-man-army/UNA-34Beagles-32K-bf16-v1,GPTQ,harness_truthfulqa_mc_0,False,True,no acc_norm or acc column in S1 rows (checked top level and the `metrics` struct); task has no binary correctness metric,,,,,,,,,,,,,,1.0,2024_01_14T18_01_24.840782,2024_02_19T03_20_06.212464,False
32,S1,TheBloke/WizardLM-30B-GPTQ,WizardLM/WizardLM-30B-V1.0,GPTQ,harness_drop_3,False,True,no parquet found for task harness_drop_3 in runs ['2023_12_03T06_39_48.508245'],,,,,,,,,,,,,,,2023_12_03T06_39_48.508245,2023_11_07T18_05_07.591558,False
32,S1,TheBloke/WizardLM-30B-GPTQ,WizardLM/WizardLM-30B-V1.0,GPTQ,harness_winogrande_5,False,True,no parquet found for task harness_winogrande_5 in runs ['2023_12_03T06_39_48.508245'],,,,,,,,,,,,,,,2023_12_03T06_39_48.508245,2023_11_07T18_05_07.591558,False
33,S1,TheBloke/Project-Baize-v2-13B-GPTQ,project-baize/baize-v2-13b,GPTQ,harness_arc_challenge_25,False,True,no parquet found for task harness_arc_challenge_25 in runs ['2023_10_12T16_13_42.802156'],,,,,,,,,,,,,,,2023_10_12T16_13_42.802156,2023_08_22T13_47_48.408564,False
33,S1,TheBloke/Project-Baize-v2-13B-GPTQ,project-baize/baize-v2-13b,GPTQ,harness_hendrycksTest_5,False,True,no parquet found for task harness_hendrycksTest_5 in runs ['2023_10_12T16_13_42.802156'],,,,,,,,,,,,,,,2023_10_12T16_13_42.802156,2023_08_22T13_47_48.408564,False
33,S1,TheBloke/Project-Baize-v2-13B-GPTQ,project-baize/baize-v2-13b,GPTQ,harness_truthfulqa_mc_0,False,True,no parquet found for task harness_truthfulqa_mc_0 in runs ['2023_10_12T16_13_42.802156'],,,,,,,,,,,,,,,2023_10_12T16_13_42.802156,2023_08_22T13_47_48.408564,False
34,S1,TheBloke/vicuna-13b-v1.3.0-GPTQ,lmsys/vicuna-13b-v1.3,GPTQ,harness_drop_3,False,True,no acc_norm or acc column in S1 rows (checked top level and the `metrics` struct); task has no binary correctness metric,,,,,,,,,,,,,,0.0,2023_10_21T21_13_42.887863,2023_11_07T20_06_54.484278,False
34,S1,TheBloke/vicuna-13b-v1.3.0-GPTQ,lmsys/vicuna-13b-v1.3,GPTQ,harness_gsm8k_5,False,True,no shared join keys between 1319 base and 1319 quantized keyed rows (disjoint item sets),,,,,,,,,,,,,,0.0,2023_10_21T21_13_42.887863,2023_11_07T20_06_54.484278,False
34,S1,TheBloke/vicuna-13b-v1.3.0-GPTQ,lmsys/vicuna-13b-v1.3,GPTQ,harness_winogrande_5,False,True,no shared join keys between 1267 base and 1267 quantized keyed rows (disjoint item sets),,,,,,,,,,,,,,0.0,2023_10_21T21_13_42.887863,2023_11_07T20_06_54.484278,False
35,S1,TheBloke/Project-Baize-v2-7B-GPTQ,project-baize/baize-v2-7b,GPTQ,harness_arc_challenge_25,False,True,no parquet found for task harness_arc_challenge_25 in runs ['2023_10_17T20_41_40.256040'],,,,,,,,,,,,,,,2023_10_17T20_41_40.256040,2023_10_22T21_24_57.179060,False
35,S1,TheBloke/Project-Baize-v2-7B-GPTQ,project-baize/baize-v2-7b,GPTQ,harness_drop_3,False,True,no acc_norm or acc column in S1 rows (checked top level and the `metrics` struct); task has no binary correctness metric,,,,,,,,,,,,,,1.0,2023_10_17T20_41_40.256040,2023_10_22T21_24_57.179060,False
35,S1,TheBloke/Project-Baize-v2-7B-GPTQ,project-baize/baize-v2-7b,GPTQ,harness_hendrycksTest_5,False,True,no parquet found for task harness_hendrycksTest_5 in runs ['2023_10_17T20_41_40.256040'],,,,,,,,,,,,,,,2023_10_17T20_41_40.256040,2023_10_22T21_24_57.179060,False
35,S1,TheBloke/Project-Baize-v2-7B-GPTQ,project-baize/baize-v2-7b,GPTQ,harness_truthfulqa_mc_0,False,True,no parquet found for task harness_truthfulqa_mc_0 in runs ['2023_10_17T20_41_40.256040'],,,,,,,,,,,,,,,2023_10_17T20_41_40.256040,2023_10_22T21_24_57.179060,False
36,S1,TheBloke/LongChat-13B-GPTQ,lmsys/longchat-13b-16k,GPTQ,harness_drop_3,False,True,no acc_norm or acc column in S1 rows (checked top level and the `metrics` struct); task has no binary correctness metric,,,,,,,,,,,,,,0.0,2023_10_18T21_36_45.302966,2023_11_04T20_06_00.633401,False
36,S1,TheBloke/LongChat-13B-GPTQ,lmsys/longchat-13b-16k,GPTQ,harness_gsm8k_5,False,True,no shared join keys between 1319 base and 1319 quantized keyed rows (disjoint item sets),,,,,,,,,,,,,,0.0,2023_10_18T21_36_45.302966,2023_11_04T20_06_00.633401,False
36,S1,TheBloke/LongChat-13B-GPTQ,lmsys/longchat-13b-16k,GPTQ,harness_winogrande_5,False,True,no shared join keys between 1267 base and 1267 quantized keyed rows (disjoint item sets),,,,,,,,,,,,,,0.0,2023_10_18T21_36_45.302966,2023_11_04T20_06_00.633401,False
37,S1,TheBloke/orca_mini_13B-GPTQ,psmathur/orca_mini_13b,GPTQ,harness_drop_3,False,True,no acc_norm or acc column in S1 rows (checked top level and the `metrics` struct); task has no binary correctness metric,,,,,,,,,,,,,,0.0,2023_10_15T13_38_44.745207,2023_11_07T10_33_18.298818,False
37,S1,TheBloke/orca_mini_13B-GPTQ,psmathur/orca_mini_13b,GPTQ,harness_gsm8k_5,False,True,no shared join keys between 1319 base and 1319 quantized keyed rows (disjoint item sets),,,,,,,,,,,,,,0.0,2023_10_15T13_38_44.745207,2023_11_07T10_33_18.298818,False
37,S1,TheBloke/orca_mini_13B-GPTQ,psmathur/orca_mini_13b,GPTQ,harness_winogrande_5,False,True,no shared join keys between 1267 base and 1267 quantized keyed rows (disjoint item sets),,,,,,,,,,,,,,0.0,2023_10_15T13_38_44.745207,2023_11_07T10_33_18.298818,False
39,S1,LimYeri/CodeMind-Gemma-7B-QLoRA-4bit,google/gemma-7b-it,QLoRA-4bit,harness_hendrycksTest_5,False,True,no parquet found for task harness_hendrycksTest_5 in runs ['2024_02_22T15_34_10.620055'],,,,,,,,,,,,,,,2024_02_22T15_34_10.620055,2024_04_19T00_33_04.996883,False
39,S1,LimYeri/CodeMind-Gemma-7B-QLoRA-4bit,google/gemma-7b-it,QLoRA-4bit,harness_truthfulqa_mc_0,False,True,no acc_norm or acc column in S1 rows (checked top level and the `metrics` struct); task has no binary correctness metric,,,,,,,,,,,,,,1.0,2024_02_22T15_34_10.620055,2024_04_19T00_33_04.996883,False
40,S1,TFLai/llama-13b-4bit-alpaca,huggyllama/llama-13b,bnb-4bit(LoRA),harness_drop_3,False,True,no acc_norm or acc column in S1 rows (checked top level and the `metrics` struct); task has no binary correctness metric,,,,,,,,,,,,,,1.0,2023_09_23T10_41_44.150256,2023_10_22T09_29_09.659096,False
40,S1,TFLai/llama-13b-4bit-alpaca,huggyllama/llama-13b,bnb-4bit(LoRA),harness_hendrycksTest_5,False,True,no parquet found for task harness_hendrycksTest_5 in runs ['2023_09_23T10_41_44.150256'],,,,,,,,,,,,,,,2023_09_23T10_41_44.150256,2023_10_22T09_29_09.659096,False
40,S1,TFLai/llama-13b-4bit-alpaca,huggyllama/llama-13b,bnb-4bit(LoRA),harness_truthfulqa_mc_0,False,True,no parquet found for task harness_truthfulqa_mc_0 in runs ['2023_09_23T10_41_44.150256'],,,,,,,,,,,,,,,2023_09_23T10_41_44.150256,2023_10_22T09_29_09.659096,False
41,S1,TFLai/llama-7b-4bit-alpaca,huggyllama/llama-7b,bnb-4bit(LoRA),harness_gsm8k_5,False,True,no shared join keys between 1319 base and 1319 quantized keyed rows (disjoint item sets),,,,,,,,,,,,,,0.0,2023_12_04T17_40_08.047341,2023_09_17T15_51_21.649052,False
41,S1,TFLai/llama-7b-4bit-alpaca,huggyllama/llama-7b,bnb-4bit(LoRA),harness_hendrycksTest_5,False,True,no parquet found for task harness_hendrycksTest_5 in runs ['2023_12_04T17_40_08.047341'],,,,,,,,,,,,,,,2023_12_04T17_40_08.047341,2023_09_17T15_51_21.649052,False
41,S1,TFLai/llama-7b-4bit-alpaca,huggyllama/llama-7b,bnb-4bit(LoRA),harness_truthfulqa_mc_0,False,True,no parquet found for task harness_truthfulqa_mc_0 in runs ['2023_09_17T15_51_21.649052'],,,,,,,,,,,,,,,2023_12_04T17_40_08.047341,2023_09_17T15_51_21.649052,False
41,S1,TFLai/llama-7b-4bit-alpaca,huggyllama/llama-7b,bnb-4bit(LoRA),harness_winogrande_5,False,True,no shared join keys between 1267 base and 1267 quantized keyed rows (disjoint item sets),,,,,,,,,,,,,,0.0,2023_12_04T17_40_08.047341,2023_09_17T15_51_21.649052,False
42,S1,TFLai/gpt-neox-20b-4bit-alpaca,EleutherAI/gpt-neox-20b,bnb-4bit(LoRA),harness_arc_challenge_25,False,True,no parquet found for task harness_arc_challenge_25 in runs ['2023_12_03T17_14_42.607420'],,,,,,,,,,,,,,,2023_12_03T17_14_42.607420,2023_10_29T00_29_49.222050,False
42,S1,TFLai/gpt-neox-20b-4bit-alpaca,EleutherAI/gpt-neox-20b,bnb-4bit(LoRA),harness_drop_3,False,True,no parquet found for task harness_drop_3 in runs ['2023_12_03T17_14_42.607420'],,,,,,,,,,,,,,,2023_12_03T17_14_42.607420,2023_10_29T00_29_49.222050,False
42,S1,TFLai/gpt-neox-20b-4bit-alpaca,EleutherAI/gpt-neox-20b,bnb-4bit(LoRA),harness_gsm8k_5,False,True,no shared join keys between 1319 base and 1319 quantized keyed rows (disjoint item sets),,,,,,,,,,,,,,0.0,2023_12_03T17_14_42.607420,2023_10_29T00_29_49.222050,False
42,S1,TFLai/gpt-neox-20b-4bit-alpaca,EleutherAI/gpt-neox-20b,bnb-4bit(LoRA),harness_hendrycksTest_5,False,True,no parquet found for task harness_hendrycksTest_5 in runs ['2023_12_03T17_14_42.607420'],,,,,,,,,,,,,,,2023_12_03T17_14_42.607420,2023_10_29T00_29_49.222050,False
42,S1,TFLai/gpt-neox-20b-4bit-alpaca,EleutherAI/gpt-neox-20b,bnb-4bit(LoRA),harness_truthfulqa_mc_0,False,True,no parquet found for task harness_truthfulqa_mc_0 in runs ['2023_12_03T17_14_42.607420'],,,,,,,,,,,,,,,2023_12_03T17_14_42.607420,2023_10_29T00_29_49.222050,False
42,S1,TFLai/gpt-neox-20b-4bit-alpaca,EleutherAI/gpt-neox-20b,bnb-4bit(LoRA),harness_winogrande_5,False,True,no parquet found for task harness_winogrande_5 in runs ['2023_12_03T17_14_42.607420'],,,,,,,,,,,,,,,2023_12_03T17_14_42.607420,2023_10_29T00_29_49.222050,False
43,S1,TFLai/llama-2-13b-4bit-alpaca-gpt4,meta-llama/Llama-2-13b-hf,bnb-4bit(LoRA),harness_drop_3,False,True,no parquet found for task harness_drop_3 in runs ['2023_12_02T13_11_49.394544'],,,,,,,,,,,,,,,2023_12_02T13_11_49.394544,2023_09_23T12_02_28.224092,False
43,S1,TFLai/llama-2-13b-4bit-alpaca-gpt4,meta-llama/Llama-2-13b-hf,bnb-4bit(LoRA),harness_hendrycksTest_5,False,True,no parquet found for task harness_hendrycksTest_5 in runs ['2023_12_02T13_11_49.394544'],,,,,,,,,,,,,,,2023_12_02T13_11_49.394544,2023_09_23T12_02_28.224092,False
43,S1,TFLai/llama-2-13b-4bit-alpaca-gpt4,meta-llama/Llama-2-13b-hf,bnb-4bit(LoRA),harness_truthfulqa_mc_0,False,True,no parquet found for task harness_truthfulqa_mc_0 in runs ['2023_12_02T13_11_49.394544'],,,,,,,,,,,,,,,2023_12_02T13_11_49.394544,2023_09_23T12_02_28.224092,False
44,S1,TFLai/gpt-neo-1.3B-4bit-alpaca,EleutherAI/gpt-neo-1.3B,bnb-4bit(LoRA),harness_arc_challenge_25,False,True,no parquet found for task harness_arc_challenge_25 in runs ['2023_10_19T06_57_24.325149'],,,,,,,,,,,,,,,2023_10_19T06_57_24.325149,2023_09_23T17_57_15.784929,False
44,S1,TFLai/gpt-neo-1.3B-4bit-alpaca,EleutherAI/gpt-neo-1.3B,bnb-4bit(LoRA),harness_drop_3,False,True,no acc_norm or acc column in S1 rows (checked top level and the `metrics` struct); task has no binary correctness metric,,,,,,,,,,,,,,1.0,2023_10_19T06_57_24.325149,2023_09_23T17_57_15.784929,False
44,S1,TFLai/gpt-neo-1.3B-4bit-alpaca,EleutherAI/gpt-neo-1.3B,bnb-4bit(LoRA),harness_hendrycksTest_5,False,True,no parquet found for task harness_hendrycksTest_5 in runs ['2023_10_19T06_57_24.325149'],,,,,,,,,,,,,,,2023_10_19T06_57_24.325149,2023_09_23T17_57_15.784929,False
44,S1,TFLai/gpt-neo-1.3B-4bit-alpaca,EleutherAI/gpt-neo-1.3B,bnb-4bit(LoRA),harness_truthfulqa_mc_0,False,True,no parquet found for task harness_truthfulqa_mc_0 in runs ['2023_10_19T06_57_24.325149'],,,,,,,,,,,,,,,2023_10_19T06_57_24.325149,2023_09_23T17_57_15.784929,False
45,S1,TFLai/bloom-560m-4bit-alpaca,bigscience/bloom-560m,bnb-4bit(LoRA),harness_drop_3,False,True,no parquet found for task harness_drop_3 in runs ['2023_12_04T13_05_03.033636'],,,,,,,,,,,,,,,2023_12_04T13_05_03.033636,2023_10_13T02_31_40.775341,False
46,S1,DanielSc4/RedPajama-INCITE-Chat-3B-v1-FT-LoRA-8bit-test1,togethercomputer/RedPajama-INCITE-Chat-3B-v1,bnb-8bit(LoRA),harness_arc_challenge_25,False,True,no parquet found for task harness_arc_challenge_25 in runs ['2023_10_17T17_32_08.397205'],,,,,,,,,,,,,,,2023_10_17T17_32_08.397205,2023_09_17T02_48_34.876063,False
46,S1,DanielSc4/RedPajama-INCITE-Chat-3B-v1-FT-LoRA-8bit-test1,togethercomputer/RedPajama-INCITE-Chat-3B-v1,bnb-8bit(LoRA),harness_drop_3,False,True,no acc_norm or acc column in S1 rows (checked top level and the `metrics` struct); task has no binary correctness metric,,,,,,,,,,,,,,1.0,2023_10_17T17_32_08.397205,2023_09_17T02_48_34.876063,False
46,S1,DanielSc4/RedPajama-INCITE-Chat-3B-v1-FT-LoRA-8bit-test1,togethercomputer/RedPajama-INCITE-Chat-3B-v1,bnb-8bit(LoRA),harness_hendrycksTest_5,False,True,no parquet found for task harness_hendrycksTest_5 in runs ['2023_10_17T17_32_08.397205'],,,,,,,,,,,,,,,2023_10_17T17_32_08.397205,2023_09_17T02_48_34.876063,False
46,S1,DanielSc4/RedPajama-INCITE-Chat-3B-v1-FT-LoRA-8bit-test1,togethercomputer/RedPajama-INCITE-Chat-3B-v1,bnb-8bit(LoRA),harness_truthfulqa_mc_0,False,True,no parquet found for task harness_truthfulqa_mc_0 in runs ['2023_10_17T17_32_08.397205'],,,,,,,,,,,,,,,2023_10_17T17_32_08.397205,2023_09_17T02_48_34.876063,False
47,S1,DanielSc4/RedPajama-INCITE-Chat-3B-v1-RL-LoRA-8bit-test1,togethercomputer/RedPajama-INCITE-Chat-3B-v1,bnb-8bit(LoRA),harness_arc_challenge_25,False,True,no parquet found for task harness_arc_challenge_25 in runs ['2023_10_17T17_32_08.397205'],,,,,,,,,,,,,,,2023_10_17T17_32_08.397205,2023_10_25T05_14_36.225763,False
47,S1,DanielSc4/RedPajama-INCITE-Chat-3B-v1-RL-LoRA-8bit-test1,togethercomputer/RedPajama-INCITE-Chat-3B-v1,bnb-8bit(LoRA),harness_drop_3,False,True,no acc_norm or acc column in S1 rows (checked top level and the `metrics` struct); task has no binary correctness metric,,,,,,,,,,,,,,1.0,2023_10_17T17_32_08.397205,2023_10_25T05_14_36.225763,False
47,S1,DanielSc4/RedPajama-INCITE-Chat-3B-v1-RL-LoRA-8bit-test1,togethercomputer/RedPajama-INCITE-Chat-3B-v1,bnb-8bit(LoRA),harness_hendrycksTest_5,False,True,no parquet found for task harness_hendrycksTest_5 in runs ['2023_10_17T17_32_08.397205'],,,,,,,,,,,,,,,2023_10_17T17_32_08.397205,2023_10_25T05_14_36.225763,False
47,S1,DanielSc4/RedPajama-INCITE-Chat-3B-v1-RL-LoRA-8bit-test1,togethercomputer/RedPajama-INCITE-Chat-3B-v1,bnb-8bit(LoRA),harness_truthfulqa_mc_0,False,True,no parquet found for task harness_truthfulqa_mc_0 in runs ['2023_10_17T17_32_08.397205'],,,,,,,,,,,,,,,2023_10_17T17_32_08.397205,2023_10_25T05_14_36.225763,False
48,S1,yec019/fbopt-350m-8bit,facebook/opt-350m,bnb-8bit,harness_gsm8k_5,False,True,no shared join keys between 1319 base and 1319 quantized keyed rows (disjoint item sets),,,,,,,,,,,,,,0.0,2023_10_29T05_40_05.173534,2023_12_02T13_46_11.364082,False
49,S1,cloudyu/4bit_quant_TomGrc_FusionNet_34Bx2_MoE_v0.1_DPO,TomGrc/FusionNet_34Bx2_MoE_v0.1,bnb-4bit(DPO-FT),harness_hendrycksTest_5,False,True,no parquet found for task harness_hendrycksTest_5 in runs ['2024_02_02T06_58_32.819028'],,,,,,,,,,,,,,,2024_02_02T06_58_32.819028,2024_02_03T11_35_18.964075,False
49,S1,cloudyu/4bit_quant_TomGrc_FusionNet_34Bx2_MoE_v0.1_DPO,TomGrc/FusionNet_34Bx2_MoE_v0.1,bnb-4bit(DPO-FT),harness_truthfulqa_mc_0,False,True,no acc_norm or acc column in S1 rows (checked top level and the `metrics` struct); task has no binary correctness metric,,,,,,,,,,,,,,1.0,2024_02_02T06_58_32.819028,2024_02_03T11_35_18.964075,False
